# pinax figure data — xlabel=n ylabel=xₙ
series,x,y
r = 3.55,52,0.8126818975704554
r = 3.55,53,0.5404166098076743
r = 3.55,54,0.8817010666633724
r = 3.55,55,0.37028024976355517
r = 3.55,56,0.82776339171501
r = 3.55,57,0.5061276146327288
r = 3.55,58,0.8873667058031404
r = 3.55,59,0.3548119750850427
r = 3.55,60,0.8126675528455927
r = 3.9,1,0.6240000000000001
r = 3.9,2,0.9150335999999998
r = 3.9,3,0.30321373239705673
r = 3.9,4,0.8239731430433209
r = 3.9,5,0.5656614700878645
r = 3.9,6,0.9581854282490118
r = 3.9,7,0.1562578420270518
r = 3.9,8,0.5141811824451928
r = 3.9,9,0.9742156868513789
r = 3.9,10,0.09796598114189214
r = 3.9,11,0.34463772595511444
r = 3.9,12,0.8808639988340473
r = 3.9,13,0.40927619612934135
r = 3.9,14,0.9428998465038291
r = 3.9,15,0.20997493127085012
r = 3.9,16,0.6469532920837424
r = 3.9,17,0.8907784467884261
r = 3.9,18,0.3794396015499384
r = 3.9,19,0.9183142422696933
r = 3.9,20,0.2925514593858962
r = 3.9,21,0.8071639016886062
r = 3.9,22,0.6070363162477859
r = 3.9,23,0.9303185853160055
r = 3.9,24,0.2528210690133635
r = 3.9,25,0.7367200466975841
r = 3.9,26,0.7564581160168251
r = 3.9,27,0.7184940154434927
r = 3.9,28,0.7888154243399773
r = 3.9,29,0.6496840375869435
r = 3.9,30,0.8876192866775149
r = 3.9,31,0.38903002552289667
r = 3.9,32,0.9269740925817491
r = 3.9,33,0.2640031846295685
r = 3.9,34,0.7577914622265565
r = 3.9,35,0.7158198918120663
r = 3.9,36,0.7933449197630892
r = 3.9,37,0.6394001563918285
r = 3.9,38,0.8992136259519417
r = 3.9,39,0.35345107533178255
r = 3.9,40,0.8912413094464976
r = 3.9,41,0.37802792735210067
r = 3.9,42,0.9169789726265047
r = 3.9,43,0.29690129191064396
r = 3.9,44,0.8141285676124946
r = 3.9,45,0.5901606477379173
r = 3.9,46,0.9432971246379688
r = 3.9,47,0.20860187122206578
r = 3.9,48,0.643839809124402
r = 3.9,49,0.8943094263131167
r = 3.9,50,0.36862829765042104
r = 3.9,51,0.9076917557049171
r = 3.9,52,0.3267709860879445
r = 3.9,53,0.8579676640823218
r = 3.9,54,0.4752506907386394
r = 3.9,55,0.9726111395952336
r = 3.9,56,0.10389097184892901
r = 3.9,57,0.3630807874871348
r = 3.9,58,0.9018872040549417
r = 3.9,59,0.3450980333459164
r = 3.9,60,0.8814209848341189
