# pinax figure data — xlabel=t ylabel=x(t)
series,x,y
y1,3.51,-0.1314176504892764
y1,3.52,-0.12308093116676047
y1,3.53,-0.11469048509843682
y1,3.54,-0.1062543139356386
y1,3.55,-0.09778040507762897
y1,3.56,-0.08927672451050189
y1,3.57,-0.08075120971551236
y1,3.58,-0.07221176265277339
y1,3.59,-0.06366624282619437
y1,3.6,-0.05512246043537944
y1,3.61,-0.046588169620120405
y1,3.62,-0.038071061802963935
y1,3.63,-0.02957875913523261
y1,3.64,-0.021118808051730834
y1,3.65,-0.012698672939231841
y1,3.66,-0.004325729923716219
y1,3.67,0.003992739218823399
y1,3.68,0.012249553023343358
y1,3.69,0.020437636163939402
y1,3.7,0.028550025144910045
y1,3.71,0.0365798738504602
y1,3.72,0.0445204589490049
y1,3.73,0.052365185148152166
y1,3.74,0.0601075902966548
y1,3.75,0.06774135032973867
y1,3.76,0.07526028405442212
y1,3.77,0.0826583577715803
y1,3.78,0.08992968973169743
y1,3.79,0.09706855442142012
y1,3.8,0.10406938667818484
y1,3.81,0.11092678563039449
y1,3.82,0.11763551846075916
y1,3.83,0.12419052399063599
y1,3.84,0.1305869160833385
y1,3.85,0.13681998686460078
y1,3.86,0.14288520975853117
y1,3.87,0.14877824233759435
y1,3.88,0.15449492898532005
y1,3.89,0.16003130337062693
y1,3.9,0.1653835907328309
y1,3.91,0.17054820997657405
y1,3.92,0.1755217755760993
y1,3.93,0.18030109928847363
y1,3.94,0.18488319167552603
y1,3.95,0.18926526343446196
y1,3.96,0.19344472653726832
y1,3.97,0.1974191951792189
y1,3.98,0.2011864865369361
y1,3.99,0.20474462133666263
y1,4.0,0.20809182423353825
y1,4.01,0.211226524002864
y1,4.02,0.21414735354448566
y1,4.03,0.2168531497015996
y1,4.04,0.21934295289543798
y1,4.05,0.22161600657745145
y1,4.06,0.22367175650076057
y1,4.07,0.225509849812795
y1,4.08,0.22713013397119872
y1,4.09,0.22853265548521465
y1,4.1,0.229717658484912
y1,4.11,0.2306855831207582
y1,4.12,0.23143706379617185
