# pinax figure data — xlabel=T / D ylabel=S_imp
series,x,y
U/Γ = 0.0,0.75,1.3687335665626659
U/Γ = 0.0,0.5303300858899107,1.3536253464426329
U/Γ = 0.0,0.375,1.325299302262903
U/Γ = 0.0,0.26516504294495535,1.2768847698951786
U/Γ = 0.0,0.1875,1.2088744367385278
U/Γ = 0.0,0.13258252147247768,1.141054526039329
U/Γ = 0.0,0.09375,1.0065976895466706
U/Γ = 0.0,0.06629126073623884,1.0024241649472776
U/Γ = 0.0,0.046875,0.8652407678768324
U/Γ = 0.0,0.03314563036811942,0.7790987476403526
U/Γ = 0.0,0.0234375,0.57126427440725
U/Γ = 0.0,0.01657281518405971,0.5335371771747948
U/Γ = 0.0,0.01171875,0.37626477446769346
U/Γ = 0.0,0.008286407592029855,0.3157778153964719
U/Γ = 0.0,0.005859375,0.1358612552659304
U/Γ = 0.0,0.004143203796014927,0.19195865229300502
U/Γ = 0.0,0.0029296875,0.06117899785916858
U/Γ = 2.0,0.75,1.3685166450880266
U/Γ = 2.0,0.5303300858899107,1.353205786539502
U/Γ = 2.0,0.375,1.3245136619063373
U/Γ = 2.0,0.26516504294495535,1.270836446954168
U/Γ = 2.0,0.1875,1.1920657416776228
U/Γ = 2.0,0.13258252147247768,1.142409968129006
U/Γ = 2.0,0.09375,1.0201982122924642
U/Γ = 2.0,0.06629126073623884,0.987359795254247
U/Γ = 2.0,0.046875,0.8570896937993933
U/Γ = 2.0,0.03314563036811942,0.7744515064742465
U/Γ = 2.0,0.0234375,0.5789576492439474
U/Γ = 2.0,0.01657281518405971,0.541966406083163
U/Γ = 2.0,0.01171875,0.39291881637153825
U/Γ = 2.0,0.008286407592029855,0.3361529131931018
U/Γ = 2.0,0.005859375,0.16924639534824593
U/Γ = 2.0,0.004143203796014927,0.20324149313252082
U/Γ = 2.0,0.0029296875,0.07048145383471827
U/Γ = 4.0,0.75,1.3678664586890656
U/Γ = 4.0,0.5303300858899107,1.3519493149143154
U/Γ = 4.0,0.375,1.3221650410729184
U/Γ = 4.0,0.26516504294495535,1.2615135254396508
U/Γ = 4.0,0.1875,1.1755435011579358
U/Γ = 4.0,0.13258252147247768,1.1350072274332454
U/Γ = 4.0,0.09375,1.0089701935248803
U/Γ = 4.0,0.06629126073623884,0.9645152653270488
U/Γ = 4.0,0.046875,0.8250449245738842
U/Γ = 4.0,0.03314563036811942,0.7564340082119987
U/Γ = 4.0,0.0234375,0.5997037835807646
U/Γ = 4.0,0.01657281518405971,0.5611239568000075
U/Γ = 4.0,0.01171875,0.42201778436122606
U/Γ = 4.0,0.008286407592029855,0.3904171861507404
U/Γ = 4.0,0.005859375,0.24758789342364818
U/Γ = 4.0,0.004143203796014927,0.24971565398778317
U/Γ = 4.0,0.0029296875,0.09972876555384325
U/Γ = 6.0,0.75,1.3667847380249079
U/Γ = 6.0,0.5303300858899107,1.349862530096435
U/Γ = 6.0,0.375,1.3182781207071654
U/Γ = 6.0,0.26516504294495535,1.254215629646219
U/Γ = 6.0,0.1875,1.1641076508209043
U/Γ = 6.0,0.13258252147247768,1.115479747282465
U/Γ = 6.0,0.09375,0.9898323690435324
U/Γ = 6.0,0.06629126073623884,0.9302241594093346
U/Γ = 6.0,0.046875,0.7927833605901764
U/Γ = 6.0,0.03314563036811942,0.742258294240651
U/Γ = 6.0,0.0234375,0.6147070618253112
U/Γ = 6.0,0.01657281518405971,0.5915904479333038
U/Γ = 6.0,0.01171875,0.473531290139789
U/Γ = 6.0,0.008286407592029855,0.45238713615931303
U/Γ = 6.0,0.005859375,0.33156689804547934
U/Γ = 6.0,0.004143203796014927,0.31874497095956755
U/Γ = 6.0,0.0029296875,0.17542615721109733
U/Γ = 8.0,0.75,1.3652743561775624
U/Γ = 8.0,0.5303300858899107,1.3469563444236616
U/Γ = 8.0,0.375,1.3128933012098862
U/Γ = 8.0,0.26516504294495535,1.245754610008615
U/Γ = 8.0,0.1875,1.1499179883010964
U/Γ = 8.0,0.13258252147247768,1.0835660811950047
U/Γ = 8.0,0.09375,0.9598219588331771
U/Γ = 8.0,0.06629126073623884,0.8908936469870286
U/Γ = 8.0,0.046875,0.7683360009575209
U/Γ = 8.0,0.03314563036811942,0.7303732823937379
U/Γ = 8.0,0.0234375,0.6267992604717456
U/Γ = 8.0,0.01657281518405971,0.6167496536119392
U/Γ = 8.0,0.01171875,0.519176942038988
U/Γ = 8.0,0.008286407592029855,0.5122999974288795
U/Γ = 8.0,0.005859375,0.40072943710661857
U/Γ = 8.0,0.004143203796014927,0.3983089287413524
U/Γ = 8.0,0.0029296875,0.27658536777451737
"ln 2, ln 4",1.0,0.6931471805599453
"ln 2, ln 4",2.0,0.6931471805599453
"ln 2, ln 4",,0.6931471805599453
"ln 2, ln 4",1.0,1.3862943611198906
"ln 2, ln 4",2.0,1.3862943611198906
"ln 2, ln 4",,1.3862943611198906
