# pinax figure data — xlabel=ρ ylabel=λ₁
series,x,y
y1,14.0,-0.39482806576746504
y1,16.0,-0.30771039388554267
y1,18.0,-0.22799185558640583
y1,20.0,-0.15455204201711514
y1,22.0,-0.08641389193838844
y1,24.0,0.7628192501792441
y1,24.74,0.8072655655087094
y1,26.0,0.8568037408021609
y1,28.0,0.9029252414256069
y1,30.0,0.9509739887184903
y1,35.0,1.044859479173399
y1,40.0,1.1314122118153696
y2,1.0,0.0
y2,2.0,0.0
y2,,0.0
